Combination,x_est_1,x_est_2,x_est_3,x_est_4,x_est_5,x_est_6,x_est_7,x_est_8,Residual,CondNum
"A,B,C,D,E,G,N,P",8.691949744066997,22.595354428416318,0.0,0.0,15.010508763766099,0.0,4.788816503800207,24.913370559950387,0.0,1.2984797623224713e+50
"A,B,C,D,E,G,N,Q",9.783458821188072,21.661050117748548,0.0,0.0,14.630883279710773,0.0,9.660104812763272,6.2645029685893405,0.0,4.0482377998502957e+49
"A,B,C,D,E,G,N,R",9.563711699590273,21.977562534401557,0.0,0.0,14.568841355268782,0.0,9.7240994434591,11.165784967280276,0.0,5.117548928722874e+49
"A,B,C,D,E,G,N,S",10.151235545102374,21.390293545614835,0.0,0.0,14.567988903463148,0.0,9.740919987335468,16.149562018484175,0.0,5.406324394456632e+50
"A,B,C,D,E,G,N,T",9.752608121492257,21.69175470452294,0.0,0.0,14.67599042588313,0.0,9.621030042918441,21.258616705183233,0.0,5.93374867604452e+49
"A,B,C,D,E,G,O,P",11.228300180831763,11.307075045207958,0.0,11.121835443038032,13.482481916817349,0.0,0.0,33.8603074141049,0.0,inf
"A,B,C,D,E,G,O,Q",9.41652052610598,21.97043642885616,0.0,0.0,14.720874850538069,0.0,14.793204463929854,6.098963730569954,0.0,1.0941945712745908e+50
"A,B,C,D,E,G,O,R",9.197405660377331,22.267806603773614,0.0,0.0,14.675117924528305,0.0,14.859198113207551,11.000471698113206,0.0,3.241510529364662e+50
"A,B,C,D,E,G,O,S",9.692682144003465,21.771236760457874,0.0,0.0,14.676500481437897,0.0,14.876270461110515,15.983310152990255,0.0,3.4869740823618783e+49
"A,B,C,D,E,G,O,T",9.408523908523929,21.981288981288976,0.0,0.0,14.755717255717258,0.0,14.752079002078995,21.102390852390855,0.0,1.6892389182616573e+50
"A,B,C,D,E,G,P,Q",9.635549202770227,21.787657030117533,0.0,0.0,14.68232605894668,0.0,19.80131663713963,6.093151071025926,0.0,1.0192275389653754e+50
"A,B,C,D,E,G,P,R",9.435807716264307,22.068204301469194,0.0,0.0,14.633642325871106,0.0,19.86760341479499,10.99474224160041,0.0,4.1360710887105445e+49
"A,B,C,D,E,G,P,S",9.93290125123778,21.570591412368316,0.0,0.0,14.634197497524532,0.0,19.88474210099919,15.97756773787019,0.0,1.6326858267876171e+50
"A,B,C,D,E,G,P,T",9.6162936328378,21.80788421137682,0.0,0.0,14.718982304460246,0.0,19.75997899159662,21.096860859728494,0.0,4.185481559509129e+49
"A,B,C,D,E,G,Q,R",12.188662131519239,18.75404383975816,0.0,0.0,0.0,15.282388510959938,3.586848072562356,13.188057445200306,0.0,2.4358848954536843e+35
"A,B,C,D,E,G,Q,S",6.779429110639289,23.87261146496817,0.0,0.0,15.144609577730595,0.0,16.593064401981632,5.6102854446803185,0.0,2.3284078059983658e+50
"A,B,C,D,E,G,Q,T",12.920084678486411,17.76025403545909,0.0,0.0,0.0,15.250330775337382,12.64990738290598,14.419423127811129,0.0,1.0874569948697434e+35
"A,B,C,D,E,G,R,S",3.71806167400882,27.37165932452277,0.0,0.0,5.3837004405287745,9.692804698971955,26.833773861967675,0.0,0.0,inf
